"hgnc_symbol","gene_biotype","ensembl_gene_id","description"
"BLTP2","protein_coding","ENSG00000007202","This gene was initially characterized in human as having high expression levels in breast carcinomas and breast cancer cell lines. This gene also has increased expression in prostrate cancer cells relative to normal prostrate tissues. Expression of this gene is negatively regulated by direct binding of the microRNA miR-195 to its 3' UTR. miR-195 has been shown to modulate the invasiveness of prostrate cancer cells and xenograft metastases by downgrading expression of this gene. In mouse, the protein encoded by this gene was identified as an antigen on acute monocytic leukemia cells. In human, alternative splicing results in multiple transcript variants encoding distinct isoforms; some of these isoforms are predicted to contain an RNA pol II promoter FMP27 protein domain and a Golgi-body-localization APT1 domain. [provided by RefSeq, Apr 2017]"
"METTL13","protein_coding","ENSG00000010165","Predicted to enable methyltransferase activity. Involved in negative regulation of cell cycle G1/S phase transition and negative regulation of transcription by RNA polymerase II. Predicted to be located in mitochondrion and nucleus. [provided by Alliance of Genome Resources, Apr 2022]"
"ZNF207","protein_coding","ENSG00000010244","Enables microtubule binding activity. Involved in several processes, including mitotic nuclear division; mitotic spindle assembly checkpoint signaling; and protein stabilization. Located in kinetochore; nuclear lumen; and spindle matrix. [provided by Alliance of Genome Resources, Apr 2022]"
"STARD3NL","protein_coding","ENSG00000010270","This gene encodes a late-endosomal protein that contains a conserved MENTAL (MLN64 N-terminal) domain. The encoded protein binds cholesterol molecules and may play a role in endosomal cholesterol transport through interactions with metastatic lymph node protein 64 (MLN64). [provided by RefSeq, Sep 2011]"
"UBR7","protein_coding","ENSG00000012963","This gene encodes a UBR box-containing protein that belongs to the E3 ubiquitin ligase family. The protein also contains a plant homeodomain (PHD) in the C-terminus. In mammals, the encoded protein recognizes N-degrons, the destabilizing N-terminal residues of short-lived proteins, which results in ubiquitinylation, and proteolysis via the proteasome. [provided by RefSeq, Jul 2016]"
"PGM3","protein_coding","ENSG00000013375","This gene encodes a member of the phosphohexose mutase family. The encoded protein mediates both glycogen formation and utilization by catalyzing the interconversion of glucose-1-phosphate and glucose-6-phosphate. A non-synonymous single nucleotide polymorphism in this gene may play a role in resistance to diabetic nephropathy and neuropathy. Alternatively spliced transcript variants encoding multiple isoforms have been observed for this gene. [provided by RefSeq, Dec 2010]"
"UFL1","protein_coding","ENSG00000014123","Enables UFM1 ligase activity and protein kinase binding activity. Involved in several processes, including cellular protein modification process; regulation of signal transduction; and reticulophagy. Acts upstream of or within several processes, including positive regulation of cell population proliferation; regulation of proteasomal ubiquitin-dependent protein catabolic process; and response to endoplasmic reticulum stress. Located in endoplasmic reticulum membrane; nucleus; and site of double-strand break. Part of protein-containing complex. [provided by Alliance of Genome Resources, Apr 2022]"
"GLT8D1","protein_coding","ENSG00000016864","This gene encodes a member of the glycosyltransferase family. The specific function of this protein has not been determined. Alternative splicing results in multiple transcript variants of this gene [provided by RefSeq, May 2013]"
"ATP2C1","protein_coding","ENSG00000017260","The protein encoded by this gene belongs to the family of P-type cation transport ATPases. This magnesium-dependent enzyme catalyzes the hydrolysis of ATP coupled with the transport of calcium ions. Defects in this gene cause Hailey-Hailey disease, an autosomal dominant disorder. Alternatively spliced transcript variants encoding different isoforms have been identified. [provided by RefSeq, Aug 2011]"
"AGPS","protein_coding","ENSG00000018510","This gene is a member of the FAD-binding oxidoreductase/transferase type 4 family. It encodes a protein that catalyzes the second step of ether lipid biosynthesis in which acyl-dihydroxyacetonephosphate (DHAP) is converted to alkyl-DHAP by the addition of a long chain alcohol and the removal of a long-chain acid anion. The protein is localized to the inner aspect of the peroxisomal membrane and requires FAD as a cofactor. Mutations in this gene have been associated with rhizomelic chondrodysplasia punctata, type 3 and Zellweger syndrome. [provided by RefSeq, Jul 2008]"
"ZRANB1","protein_coding","ENSG00000019995","Enables K63-linked polyubiquitin modification-dependent protein binding activity and thiol-dependent deubiquitinase. Involved in several processes, including positive regulation of Wnt signaling pathway; protein deubiquitination; and regulation of cell morphogenesis. Located in cytosol and nucleoplasm. [provided by Alliance of Genome Resources, Apr 2022]"
"SPAST","protein_coding","ENSG00000021574","This gene encodes a member of the AAA (ATPases associated with a variety of cellular activities) protein family. Members of this protein family share an ATPase domain and have roles in diverse cellular processes including membrane trafficking, intracellular motility, organelle biogenesis, protein folding, and proteolysis. The use of alternative translational initiation sites in this gene results in a single transcript variant that can produce isoforms that differ in the length of their N-terminus and which thereby differ in the efficiency of their export from the nucleus to the cytoplasm. In addition, alternative splicing results in multiple transcript variants that encode isoforms that differ in other protein regions as well. One isoform of this gene has been shown to be a microtubule-severing enzyme that regulates microtubule abundance, mobility, and plus-end distribution. Mutations in this gene cause the most frequent form of autosomal dominant spastic paraplegia 4. [provided by RefSeq, May 2018]"
"PHF20","protein_coding","ENSG00000025293","Predicted to enable DNA binding activity and metal ion binding activity. Involved in histone H4-K16 acetylation; histone H4-K5 acetylation; and histone H4-K8 acetylation. Located in cytosol; nuclear membrane; and nucleoplasm. Part of MLL1 complex and histone acetyltransferase complex. [provided by Alliance of Genome Resources, Apr 2022]"
"KPNA6","protein_coding","ENSG00000025800","Nucleocytoplasmic transport, a signal- and energy-dependent process, takes place through nuclear pore complexes embedded in the nuclear envelope. The import of proteins containing a nuclear localization signal (NLS) requires the NLS import receptor, a heterodimer of importin alpha and beta subunits also known as karyopherins. Importin alpha binds the NLS-containing cargo in the cytoplasm and importin beta docks the complex at the cytoplasmic side of the nuclear pore complex. In the presence of nucleoside triphosphates and the small GTP binding protein Ran, the complex moves into the nuclear pore complex and the importin subunits dissociate. Importin alpha enters the nucleoplasm with its passenger protein and importin beta remains at the pore. The protein encoded by this gene is a member of the importin alpha family. [provided by RefSeq, Jul 2008]"
"BCLAF1","protein_coding","ENSG00000029363","This gene encodes a transcriptional repressor that interacts with several members of the BCL2 family of proteins. Overexpression of this protein induces apoptosis, which can be suppressed by co-expression of BCL2 proteins. The protein localizes to dot-like structures throughout the nucleus, and redistributes to a zone near the nuclear envelope in cells undergoing apoptosis. Multiple transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Jul 2008]"
"SLC39A9","protein_coding","ENSG00000029364","Predicted to enable metal ion transmembrane transporter activity. Predicted to be involved in transmembrane transport and zinc ion transport. Predicted to be integral component of membrane. [provided by Alliance of Genome Resources, Apr 2022]"
"ARID4A","protein_coding","ENSG00000032219","The protein encoded by this gene is a ubiquitously expressed nuclear protein. It binds directly, with several other proteins, to retinoblastoma protein (pRB) which regulates cell proliferation. pRB represses transcription by recruiting the encoded protein. This protein, in turn, serves as a bridging molecule to recruit HDACs and, in addition, provides a second HDAC-independent repression function. The encoded protein possesses transcriptional repression activity. Multiple alternatively spliced transcripts have been observed for this gene, although not all transcript variants have been fully described. [provided by RefSeq, Jul 2008]"
"PEX3","protein_coding","ENSG00000034693","The product of this gene is involved in peroxisome biosynthesis and integrity. It assembles membrane vesicles before the matrix proteins are translocated. Peroxins (PEXs) are proteins that are essential for the assembly of functional peroxisomes. The peroxisome biogenesis disorders (PBDs) are a group of genetically heterogeneous autosomal recessive, lethal diseases characterized by multiple defects in peroxisome function. The peroxisomal biogenesis disorders are a heterogeneous group with at least 14 complementation groups and with more than 1 phenotype being observed in cases falling into particular complementation groups. Although the clinical features of PBD patients vary, cells from all PBD patients exhibit a defect in the import of one or more classes of peroxisomal matrix proteins into the organelle. Defects in this gene are a cause Zellweger syndrome (ZWS). [provided by RefSeq, Oct 2008]"
"ADSS2","protein_coding","ENSG00000035687","This gene encodes the enzyme adenylosuccinate synthetase which catalyzes the first committed step in the conversion of inosine monophosphate to adenosine monophosphate. A pseudogene of this gene is found on chromosome 17.[provided by RefSeq, Nov 2010]"
"CUL3","protein_coding","ENSG00000036257","This gene encodes a member of the cullin protein family. The encoded protein plays a critical role in the polyubiquitination and subsequent degradation of specific protein substrates as the core component and scaffold protein of an E3 ubiquitin ligase complex. Complexes including the encoded protein may also play a role in late endosome maturation. Mutations in this gene are a cause of type 2E pseudohypoaldosteronism. Alternatively spliced transcript variants encoding multiple isoforms have been observed for this gene. [provided by RefSeq, Mar 2012]"
"NSUN2","protein_coding","ENSG00000037474","This gene encodes a methyltransferase that catalyzes the methylation of cytosine to 5-methylcytosine (m5C) at position 34 of intron-containing tRNA(Leu)(CAA) precursors. This modification is necessary to stabilize the anticodon-codon pairing and correctly translate the mRNA. Alternatively spliced transcript variants encoding different isoforms have been noted for this gene.[provided by RefSeq, Mar 2011]"
"BOD1L1","protein_coding","ENSG00000038219","Predicted to enable protein phosphatase 2A binding activity and protein phosphatase inhibitor activity. Involved in cellular response to DNA damage stimulus and replication fork processing. Located in nucleoplasm. [provided by Alliance of Genome Resources, Apr 2022]"
"EDC4","protein_coding","ENSG00000038358","Predicted to be involved in deadenylation-independent decapping of nuclear-transcribed mRNA. Located in P-body and nucleoplasm. [provided by Alliance of Genome Resources, Apr 2022]"
"TDP1","protein_coding","ENSG00000042088","The protein encoded by this gene is involved in repairing stalled topoisomerase I-DNA complexes by catalyzing the hydrolysis of the phosphodiester bond between the tyrosine residue of topoisomerase I and the 3-prime phosphate of DNA. This protein may also remove glycolate from single-stranded DNA containing 3-prime phosphoglycolate, suggesting a role in repair of free-radical mediated DNA double-strand breaks. This gene is a member of the phospholipase D family and contains two PLD phosphodiesterase domains. Mutations in this gene are associated with the disease spinocerebellar ataxia with axonal neuropathy (SCAN1). [provided by RefSeq, Aug 2016]"
"RETSAT","protein_coding","ENSG00000042445","Predicted to enable all-trans-retinol 13,14-reductase activity. Predicted to be involved in retinol metabolic process. Located in membrane. [provided by Alliance of Genome Resources, Apr 2022]"
"TRIT1","protein_coding","ENSG00000043514","This gene encodes a protein that that is targeted to the mitochondrion and modifies transfer RNAs (tRNAs) by adding a dimethylallyl group onto the adenine at position 37. This modification is important for maintaining the correct reading frame during protein translation. This gene is considered a tumor suppressor and its expression can decrease cell growth. Alternative splicing results in multiple transcripts variants, most of which are likely non-functional. [provided by RefSeq, Aug 2015]"
"ERCC8","protein_coding","ENSG00000049167","This gene encodes a WD repeat protein, which interacts with Cockayne syndrome type B (CSB) protein and with p44 protein, a subunit of the RNA polymerase II transcription factor IIH. Mutations in this gene have been identified in patients with hereditary disease Cockayne syndrome (CS). CS cells are abnormally sensitive to ultraviolet radiation and are defective in the repair of transcriptionally active genes. Several transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Mar 2014]"
"PTCD2","protein_coding","ENSG00000049883","Enables RNA binding activity. Predicted to be involved in mitochondrion organization and regulation of mRNA processing. Predicted to act upstream of or within animal organ development; muscle cell development; and regulation of gene expression. Located in mitochondrion. [provided by Alliance of Genome Resources, Apr 2022]"
"JKAMP","protein_coding","ENSG00000050130","Enables ubiquitin protein ligase binding activity. Involved in ubiquitin-dependent ERAD pathway. Predicted to be located in endoplasmic reticulum membrane. Predicted to be integral component of membrane. [provided by Alliance of Genome Resources, Apr 2022]"
"FNIP2","protein_coding","ENSG00000052795","This gene encodes a protein that binds to the tumor suppressor folliculin and to AMP-activated protein kinase (AMPK), and may play a role cellular metabolism and nutrient sensing by regulating the AMPK-mechanistic target of rapamycin signaling pathway. The encoded protein may also be involved in regulating the O6-methylguanine-induced apoptosis signaling pathway. This gene has a closely related paralog that encodes a protein with similar binding activities. Both related proteins also associate with the molecular chaperone heat shock protein-90 (Hsp90) and negatively regulate its ATPase activity and facilitate its association with folliculin. [provided by RefSeq, Jul 2017]"
"AP5M1","protein_coding","ENSG00000053770","Involved in endosomal transport. Located in several cellular components, including cytosol; late endosome; and lysosome. Part of AP-type membrane coat adaptor complex. [provided by Alliance of Genome Resources, Apr 2022]"
"KIF1B","protein_coding","ENSG00000054523","Predicted to enable microtubule binding activity and plus-end-directed microtubule motor activity. Predicted to be involved in chemical synaptic transmission; dense core granule cytoskeletal transport; and vesicle-mediated transport. Predicted to act upstream of or within mitochondrion transport along microtubule. Predicted to be located in cytoplasmic vesicle membrane and neuron projection. Predicted to be part of kinesin complex. Predicted to be active in several cellular components, including axon; dendrite; and microtubule. Implicated in Charcot-Marie-Tooth disease type 2A1; carcinoma (multiple); multiple sclerosis; neuroblastoma; and pheochromocytoma. Biomarker of hepatocellular carcinoma. [provided by Alliance of Genome Resources, Apr 2022]"
"GALC","protein_coding","ENSG00000054983","This gene encodes a lysosomal protein which hydrolyzes the galactose ester bonds of galactosylceramide, galactosylsphingosine, lactosylceramide, and monogalactosyldiglyceride. Mutations in this gene have been associated with Krabbe disease, also known as globoid cell leukodystrophy. Alternate transcriptional splice variants, encoding different isoforms, have been characterized. [provided by RefSeq, Jul 2008]"
"ZFR","protein_coding","ENSG00000056097","This gene encodes an RNA-binding protein characterized by its DZF (domain associated with zinc fingers) domain. The encoded protein may play a role in the nucleocytoplasmic shuttling of another RNA-binding protein, Staufen homolog 2, in neurons. Expression of this gene is regulated through alternative polyadenylation that mediates differential microRNA targeting. Elevated expression of this gene has been observed in human patients with pancreatic cancer and knockdown of this gene may result in reduced viability and invasion of pancreatic cancer cells. [provided by RefSeq, Sep 2016]"
"RC3H2","protein_coding","ENSG00000056586","Enables nucleic acid binding activity and ubiquitin protein ligase activity. Involved in protein polyubiquitination. Located in cell surface; intracellular membrane-bounded organelle; and membrane. [provided by Alliance of Genome Resources, Apr 2022]"
"GDI2","protein_coding","ENSG00000057608","GDP dissociation inhibitors are proteins that regulate the GDP-GTP exchange reaction of members of the rab family, small GTP-binding proteins of the ras superfamily, that are involved in vesicular trafficking of molecules between cellular organelles. GDIs slow the rate of dissociation of GDP from rab proteins and release GDP from membrane-bound rabs. GDI2 is ubiquitously expressed. The GDI2 gene contains many repetitive elements indicating that it may be prone to inversion/deletion rearrangements. Alternative splicing results in multiple transcript variants encoding distinct isoforms. [provided by RefSeq, Jul 2008]"
"USP13","protein_coding","ENSG00000058056","Enables several functions, including BAT3 complex binding activity; chaperone binding activity; and cysteine-type peptidase activity. Involved in several processes, including maintenance of unfolded protein involved in ERAD pathway; regulation of cellular catabolic process; and regulation of transcription, DNA-templated. Acts upstream of or within protein deubiquitination and protein stabilization. Predicted to be located in nucleoplasm. Predicted to be active in cytosol and nucleus. [provided by Alliance of Genome Resources, Apr 2022]"
"RIOK2","protein_coding","ENSG00000058729","Predicted to enable protein kinase activity. Involved in several processes, including positive regulation of rRNA processing; positive regulation of ribosomal small subunit export from nucleus; and regulation of mitotic metaphase/anaphase transition. Located in cytoplasm. Part of preribosome, small subunit precursor. [provided by Alliance of Genome Resources, Apr 2022]"
"NDC1","protein_coding","ENSG00000058804","A structural constituent of nuclear pore. Involved in nuclear pore complex assembly and nuclear pore localization. Located in actin cytoskeleton; nuclear membrane; and plasma membrane. Part of nuclear pore. [provided by Alliance of Genome Resources, Apr 2022]"
"SNRNP40","protein_coding","ENSG00000060688","This gene encodes a component of the U5 small nuclear ribonucleoprotein (snRNP) particle. The U5 snRNP is part of the spliceosome, a multiprotein complex that catalyzes the removal of introns from pre-messenger RNAs. [provided by RefSeq, Jul 2008]"
"MPC1","protein_coding","ENSG00000060762","The protein encoded by this gene is part of an MPC1/MPC2 heterodimer that is responsible for transporting pyruvate into mitochondria. The encoded protein is found in the inner mitochondrial membrane. Defects in this gene are a cause of mitochondrial pyruvate carrier deficiency. Several transcript variants, some protein coding and one non-protein coding, have been found for this gene. [provided by RefSeq, Aug 2012]"
"MON2","protein_coding","ENSG00000061987","Predicted to be involved in Golgi to endosome transport. Located in early endosome membrane. [provided by Alliance of Genome Resources, Apr 2022]"
"GPBP1","protein_coding","ENSG00000062194","This gene was originally isolated by subtractive hybridization of cDNAs expressed in atherosclerotic plaques with a thrombus, and was found to be expressed only in vascular smooth muscle cells. However, a shorter splice variant was found to be more ubiquitously expressed. This protein is suggested to play a role in the development of atherosclerosis. Studies in mice suggest that it may also function as a GC-rich promoter-specific trans-activating transcription factor. Several alternatively spliced transcript variants encoding different isoforms have been described for this gene. [provided by RefSeq, Feb 2011]"
"APPBP2","protein_coding","ENSG00000062725","The protein encoded by this gene interacts with microtubules and is functionally associated with beta-amyloid precursor protein transport and/or processing. The beta-amyloid precursor protein is a cell surface protein with signal-transducing properties, and it is thought to play a role in the pathogenesis of Alzheimer's disease. The encoded protein may be involved in regulating cell death. This gene has been found to be highly expressed in breast cancer. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Sep 2013]"
"TAF2","protein_coding","ENSG00000064313","Initiation of transcription by RNA polymerase II requires the activities of more than 70 polypeptides. The protein that coordinates these activities is transcription factor IID (TFIID), which binds to the core promoter to position the polymerase properly, serves as the scaffold for assembly of the remainder of the transcription complex, and acts as a channel for regulatory signals. TFIID is composed of the TATA-binding protein (TBP) and a group of evolutionarily conserved proteins known as TBP-associated factors or TAFs. TAFs may participate in basal transcription, serve as coactivators, function in promoter recognition or modify general transcription factors (GTFs) to facilitate complex assembly and transcription initiation. This gene encodes one of the larger subunits of TFIID that is stably associated with the TFIID complex. It contributes to interactions at and downstream of the transcription initiation site, interactions that help determine transcription complex response to activators. [provided by RefSeq, Jul 2008]"
"TNPO3","protein_coding","ENSG00000064419","The protein encoded by this gene is a nuclear import receptor for serine/arginine-rich (SR) proteins such as the splicing factors SFRS1 and SFRS2. The encoded protein has also been shown to be involved in HIV-1 infection, apparently through interaction with the HIV-1 capsid protein. Several protein-coding and non-coding transcript variants have been found for this gene. [provided by RefSeq, Apr 2020]"
"TAF11","protein_coding","ENSG00000064995","Initiation of transcription by RNA polymerase II requires the activities of more than 70 polypeptides. The protein that coordinates these activities is transcription factor IID (TFIID), which binds to the core promoter to position the polymerase properly, serves as the scaffold for assembly of the remainder of the transcription complex, and acts as a channel for regulatory signals. TFIID is composed of the TATA-binding protein (TBP) and a group of evolutionarily conserved proteins known as TBP-associated factors or TAFs. TAFs may participate in basal transcription, serve as coactivators, function in promoter recognition or modify general transcription factors (GTFs) to facilitate complex assembly and transcription initiation. This gene encodes a small subunit of TFIID that is present in all TFIID complexes and interacts with TBP. This subunit also interacts with another small subunit, TAF13, to form a heterodimer with a structure similar to the histone core structure. Two transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Jul 2012]"
"BLTP3A","protein_coding","ENSG00000065060","Enables histone deacetylase binding activity and identical protein binding activity. [provided by Alliance of Genome Resources, Apr 2022]"
"IPO5","protein_coding","ENSG00000065150","Nucleocytoplasmic transport, a signal- and energy-dependent process, takes place through nuclear pore complexes embedded in the nuclear envelope. The import of proteins containing a nuclear localization signal (NLS) requires the NLS import receptor, a heterodimer of importin alpha and beta subunits also known as karyopherins. Importin alpha binds the NLS-containing cargo in the cytoplasm and importin beta docks the complex at the cytoplasmic side of the nuclear pore complex. In the presence of nucleoside triphosphates and the small GTP binding protein Ran, the complex moves into the nuclear pore complex and the importin subunits dissociate. Importin alpha enters the nucleoplasm with its passenger protein and importin beta remains at the pore. Interactions between importin beta and the FG repeats of nucleoporins are essential in translocation through the pore complex. The protein encoded by this gene is a member of the importin beta family. [provided by RefSeq, Jul 2008]"
"WDR3","protein_coding","ENSG00000065183","This gene encodes a nuclear protein containing 10 WD repeats. WD repeats are approximately 30- to 40-amino acid domains containing several conserved residues, which usually include a trp-asp at the C-terminal end. Proteins belonging to the WD repeat family are involved in a variety of cellular processes, including cell cycle progression, signal transduction, apoptosis, and gene regulation. [provided by RefSeq, Jul 2008]"
"ADAT1","protein_coding","ENSG00000065457","This gene is a member of the ADAR (adenosine deaminase acting on RNA) family. Using site-specific adenosine modification, proteins encoded by these genes participate in the pre-mRNA editing of nuclear transcripts. The protein encoded by this gene, tRNA-specific adenosine deaminase 1, is responsible for the deamination of adenosine 37 to inosine in eukaryotic tRNA. Alternatively spliced transcript variants have been described. [provided by RefSeq, Jul 2010]"
"NDUFB4","protein_coding","ENSG00000065518","This gene encodes a non-catalytic subunit of the multisubunit NADH:ubiquinone oxidoreductase, the first enzyme complex in the mitochondrial electron transport chain (complex I). Mammalian complex I is composed of 45 different subunits and transfers electrons from NADH to ubiquinone. [provided by RefSeq, Dec 2009]"
"SLK","protein_coding","ENSG00000065613","Enables protein homodimerization activity and protein serine/threonine kinase activity. Involved in several processes, including cytoplasmic microtubule organization; protein autophosphorylation; and regulation of focal adhesion assembly. Located in perinuclear region of cytoplasm. [provided by Alliance of Genome Resources, Apr 2022]"
"GOLGA5","protein_coding","ENSG00000066455","The Golgi apparatus, which participates in glycosylation and transport of proteins and lipids in the secretory pathway, consists of a series of stacked cisternae (flattened membrane sacs). Interactions between the Golgi and microtubules are thought to be important for the reorganization of the Golgi after it fragments during mitosis. This gene encodes one of the golgins, a family of proteins localized to the Golgi. This protein is a coiled-coil membrane protein that has been postulated to play a role in vesicle tethering and docking. Translocations involving this gene and the ret proto-oncogene have been found in tumor tissues; the chimeric sequences have been designated RET-II and PTC5. A pseudogene of this gene is located on the short arm of chromosome 5. [provided by RefSeq, Jul 2013]"
"ISOC1","protein_coding","ENSG00000066583","Predicted to be located in peroxisome. Predicted to be active in cytoplasm. [provided by Alliance of Genome Resources, Apr 2022]"
"EML1","protein_coding","ENSG00000066629","Human echinoderm microtubule-associated protein-like is a strong candidate for the Usher syndrome type 1A gene. Usher syndromes (USHs) are a group of genetic disorders consisting of congenital deafness, retinitis pigmentosa, and vestibular dysfunction of variable onset and severity depending on the genetic type. The disease process in USHs involves the entire brain and is not limited to the posterior fossa or auditory and visual systems. The USHs are catagorized as type I (USH1A, USH1B, USH1C, USH1D, USH1E and USH1F), type II (USH2A and USH2B) and type III (USH3). The type I is the most severe form. Gene loci responsible for these three types are all mapped. Two transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Jul 2008]"
"THUMPD1","protein_coding","ENSG00000066654","Enables RNA binding activity. Predicted to be involved in tRNA modification. Predicted to be located in nucleoplasm. [provided by Alliance of Genome Resources, Apr 2022]"
"EVI5","protein_coding","ENSG00000067208","Enables GTPase activator activity and small GTPase binding activity. Involved in positive regulation of GTPase activity and retrograde transport, endosome to Golgi. Located in cytosol. [provided by Alliance of Genome Resources, Apr 2022]"
"DHX29","protein_coding","ENSG00000067248","This gene encodes a member of the DEAH (Asp-Glu-Ala-His) subfamily of proteins, part of the DEAD (Asp-Glu-Ala-Asp) box family of RNA helicases. The encoded protein functions in translation initiation, and is specifically required for ribosomal scanning across stable mRNA secondary structures during initiation codon selection. This protein may also play a role in sensing virally derived cytosolic nucleic acids. Knockdown of this gene results in reduced protein translation and impaired proliferation of cancer cells. [provided by RefSeq, Sep 2016]"
"RRP15","protein_coding","ENSG00000067533","This gene encodes a protein that co-purifies with human nucleoli. A similar protein in budding yeast is a component of pre-60S ribosomal particles, and is required for the early maturation steps of the 60S subunit. [provided by RefSeq, Jul 2008]"
"IARS2","protein_coding","ENSG00000067704","Aminoacyl-tRNA synthetases catalyze the aminoacylation of tRNA by their cognate amino acid. Because of their central role in linking amino acids with nucleotide triplets contained in tRNAS, aminoacyl-tRNA synthetases are thought to be among the first proteins that appeared in evolution. Two forms of isoleucine-tRNA synthetase exist, a cytoplasmic form and a mitochondrial form. This gene encodes the mitochondrial isoleucine-tRNA synthetase which belongs to the class-I aminoacyl-tRNA synthetase family. [provided by RefSeq, Dec 2014]"
"COASY","protein_coding","ENSG00000068120","Coenzyme A (CoA) functions as a carrier of acetyl and acyl groups in cells and thus plays an important role in numerous synthetic and degradative metabolic pathways in all organisms. In eukaryotes, CoA and its derivatives are also involved in membrane trafficking and signal transduction. This gene encodes the bifunctional protein coenzyme A synthase (CoAsy) which carries out the last two steps in the biosynthesis of CoA from pantothenic acid (vitamin B5). The phosphopantetheine adenylyltransferase domain of this bifunctional protein catalyzes the conversion of 4'-phosphopantetheine into dephospho-coenzyme A (dpCoA) while its dephospho-CoA kinase domain completes the final step by phosphorylating dpCoA to form CoA. Mutations in this gene are associated with neurodegeneration with brain iron accumulation (NBIA). Alternative splicing results in multiple isoforms. [provided by RefSeq, Apr 2014]"
"FTSJ1","protein_coding","ENSG00000068438","This gene encodes a member of the methyltransferase superfamily. The encoded protein localizes to the nucleolus, binds to S-adenosylmethionine, and may be involved in the processing and modification of ribosomal RNA. Mutations in this gene are associated with cognitive disability. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Aug 2013]"
